Positive,Negative,Neutral,Compound,Sent_result,Sentiment,Review,Index
0,0.195,0.805,-0.4404,2,Negative,"Similarly, reading long conversations by panning left and right can also be frustrating.",267
0.184,0,0.816,0.5256,0,Positive,There are still many changes that need to be made to make this visualization more effective.,268
0,0,1,0,1,Neutral,This visualization is structured such that new features can be added.,269
0.135,0,0.865,0.3612,0,Positive,We also collected many suggestions for changes that people would like to have incorporated into the structure.,270
0.197,0,0.803,0.6322,0,Positive,??Improve the general interactive capabilities to allow one to always focus on the 3D form rather than having to switch and look elsewhere.,271
0,0,1,0,1,Neutral,??Include date labels for timeline integrated into the structure in a similar manner to which the text contents now are integrated.,272
0,0,1,0,1,Neutral,??Add more camera paths to have a complete interaction set so that sorting out 3D navigation would be simple.,273
0.119,0,0.881,0.2406,0,Positive,"??Incorporate more visual information into the size or shape of the message circles to represent word complexity, number of emoticons, number of punctuations, etc.",274
0.184,0,0.816,0.3094,0,Positive,??Allow spokes of people to be rearranged around the hub 10.,275
0.082,0,0.918,0.3818,0,Positive,"Conclusion CrystalChat visualizes one's personal social network, focusing on providing a single visual structure that is capable of revealing temporal interactivity and providing information about,the q,uantity a,""nd frequency of message posting.,""",276
0,0,1,0,1,Neutral,It reveals one person's chat activities using data available from chat log history.,277
0,0,1,0,1,Neutral,"With CrystalChat, individual messages are apparent and still linked to their textual content.",278
0,0,1,0,1,Neutral,A given conversation can be opened at will.,279
0,0,1,0,1,Neutral,Messages within a conversation are grouped and conversations are associated according to the person involved.,280
0.071,0,0.929,0.1531,0,Positive,This structure also provides an indication of the emotional content of the chat dialog as indicated by the emoticons and punctuations used.,281
0.207,0,0.793,0.7184,0,Positive,"Providing a graphical interface that represents conversation through an interesting graphical environment can encourage people to view their past conversations and examine their own social behavior.,"","",,",282
0.161,0,0.839,0.5362,0,Positive,"While existing patterns emerge visually through effective social visualization, peoples??memories of the past can surface and storytelling can occur.",283
0,0,1,0,1,Neutral,"Furthermore, personal social habits can be realized and can influence one's future social interaction.",284
0,0.128,0.872,-0.4466,2,Negative,"IEEE TRANSACTIONS ON VISUALIZATION AND COMPUTER GRAPHICS, VOL. 17, NO. 12, DECEMBER 2011 2283 Asymmetric Relations in Longitudinal Social Networks Fig.",285
0,0,0,0,1,Neutral,1,286
0.235,0,0.765,0.5106,0,Positive,"The emotional seesaws of a liking relationship (extent and balance, dyads to be read bottom to top).",287
0.091,0,0.909,0.2263,0,Positive,"Abstract?遊둵 modeling and analysis of longitudinal social networks, visual exploration is used in particular to complement and inform other methods.",288
0,0,1,0,1,Neutral,"The most common graphical representations for this purpose appear to be animations and small multiples of intermediate states, depending on the type of media available.",289
0,0,1,0,1,Neutral,We present an alternative approach based on matrix representation of gestaltlines (a combination of Tufte's sparklines with glyphs based on gestalt theory).,290
0.129,0,0.871,0.5574,0,Positive,"As a result, we obtain static, compact, yet data-rich diagrams that support speci屋?갬ally the exploration of evolving dyadic relations and persistent group structure, although at the expense of cros,s-sec,tional ne,""twork views and indirect linkages.,""",291
0,0,1,0,1,Neutral,"Index Terms?遊뢤twork Visualization, Social Networks, Time Series Data, Visual Knowledge Discovery and Representation, Glyphbased Techniques.",292
0,0,1,0,1,Neutral,1 I NTRODUCTION Social networks are constructs capturing interdependencies among the states and actions of seemingly autonomous social actors [3].,293
0,0,1,0,1,Neutral,"The two principle aims in the study of social networks are understanding their formation (networks as consequences, dependent variables) and their effects (networks as antecedents, explanatory varia,bles),""[2].,"",",294
0,0,1,0,1,Neutral,"For empirically observed associations between network structure and actor behavior, however, there are often competing explanations with opposite directions of causality.",295
0,0,1,0,1,Neutral,"Longitudinal social network data, i.e., network data over time, are thus crucial to assess whether the social embedding of an actor in屋?탴enced the actor's actions (social in屋?탴ence), or whether a,n act,or's act,""ions prompted a change of relations (social selection).,""",296
0.091,0,0.909,0.2263,0,Positive,"Visualization is an essential tool in both the exploration of social networks and the communication of 屋?콊dings [20, 5, 12].",297
0.194,0,0.806,0.3818,0,Positive,"While crosssectional network data pose many challenges already, longitudinal data increase the level of complexity signi屋?갬antly [35].",298
0.071,0,0.929,0.25,0,Positive,"Because of this complexity and the multitude of interests that analysts may have, it is unlikely that there are general visualization schemes serving the majority of needs.",299
0.279,0,0.721,0.7351,0,Positive,"Instead, social network visualizations should be tailored to the speci屋?갬 type of data and analytical interest at hand.",300
0.16,0,0.84,0.6908,0,Positive,"Here we are interested in such a speci屋?갬 scenario, assuming a network of asymmetric relations and an interest in the evolution of dyadic (i.e., pairwise) relations along with their embedding in th,e str,ucture at,""large.,""",301
0,0,1,0,1,Neutral,This scenario is rather typical for empirical studies of longitudinal social networks.,302
0,0,1,0,1,Neutral,"In the visualization method we propose for this scenario, speci屋?갬ally designed gestaltlines (cf.",303
0,0,1,0,1,Neutral,Section 3.1) ??the gestalt-based use of glyphs in sparklines [54] for multivariate sequences ??are integrated with a matrix representation of all dyads in the network.,304
0.173,0.052,0.775,0.4678,0,Positive,"The resulting diagrams share the overall strengths and weaknesses of matrix representations [22], but in addition allow for the simultaneous representation of all evolving dyads in a single, static,image,suitable,""for print publication.,""",305
0,0,1,0,1,Neutral,The remainder is organized as follows.,306
0,0,1,0,1,Neutral,We start with some background on longitudinal social networks and their visualization in the next section.,307
0.091,0,0.909,0.2732,0,Positive,The cornerstone of our approach is a static representation of the evolution of certain types of dyadic data and derived in Section 3.,308
0,0,1,0,1,Neutral,"In Section 4, these elements are combined into a representation of entire longitudinal networks.",309
0,0,1,0,1,Neutral,"The approach is illustrated by a case study on a well-researched data set presented in Section 5, and initial feedback from domain experts reported in Section 6.",310
0,0,1,0,1,Neutral,We conclude with a brief discussion including directions for future work.,311
0,0,1,0,1,Neutral,"2 BACKGROUND In this section, we delineate the scope of our method by spelling out in detail the type of data assumed and by reviewing related work on its visualization.",312
0,0,1,0,1,Neutral,"2.1 Social Network Data The most common type of data in empirical social network studies consists of a set of actors such as individuals or organizations, and one or more types of relations between,them.,"","",",313
